ID;Data;Localizacao;Tipo de plantio;Preco por tonelada (Dolares/tonelada);Rendimento (kilogramas por hectare);Producao (toneladas);Area plantada (hectares);Valor total da safra (Dolares)
477;1912;MA;Cevada;17;1770;345000;195000;5855
478;1912;MA;Milho para silagem;1.22;16890;76000;4500;924
479;1912;MA;Linhaca;41;795;31800;40000;1302
480;1912;MA;Graos mistos;22;2335;1400;600;31
481;1912;MA;Aveia;18;1615;881000;546000;16003
482;1912;MA;Ervilhas;60;1250;250;200;15
483;1912;MA;Centeiro, todos;20;1500;3000;2000;61
484;1912;MA;Feno domestico;1.04;4050;243000;60000;2520
485;1912;MA;Trigo, tudo;25;1495;1715000;1149000;42221
486;1912;MP;Cevada;32;1550;7900;5100;253
487;1912;MP;Graos mistos;28;2120;10800;5100;297
488;1912;MP;Aveia;31;1305;250350;192200;7868
489;1912;MP;Feno domestico;1.26;3330;1780000;534000;22447
490;1912;MP;Trigo, tudo;35;1255;29450;23450;1022
491;1912;NB;Cevada;31;1455;1600;1100;49
492;1912;NB;Feijao;120;1500;150;100;18
493;1912;NB;Trigo sarraceno;28;1315;34050;25900;969
494;1912;NB;Milho para silagem;0.8;10000;1000;100;8
495;1912;NB;Graos mistos;38;1375;550;400;21
496;1912;NB;Aveia;34;1095;86450;78900;2972
497;1912;NB;Ervilhas;60;1000;250;250;15
498;1912;NB;Centeiro, todos;0;0;0;0;0
499;1912;NB;Feno domestico;1.12;3310;808000;244000;9018
500;1912;NB;Trigo, tudo;28;1220;6400;5250;177
501;1912;NS;Cevada;35;1550;3100;2000;110
502;1912;NS;Feijao;92;1855;650;350;60
503;1912;NS;Trigo sarraceno;30;1450;6450;4450;192
504;1912;NS;Milho para silagem;0.54;20000;5000;250;27
505;1912;NS;Graos mistos;33;1905;3050;1600;102
506;1912;NS;Aveia;34;1245;50400;40450;1732
507;1912;NS;Ervilhas;60;1500;150;100;9
508;1912;NS;Centeiro, todos;40;1000;100;100;4
509;1912;NS;Feno domestico;1.41;3540;747000;211000;10545
510;1912;NS;Trigo, tudo;40;1370;7200;5250;286
511;1912;ON;Cevada;28;1585;328600;207200;9207
512;1912;ON;Feijao;78;1170;21800;18600;1706
513;1912;ON;Trigo sarraceno;26;1440;118950;82600;3060
514;1912;ON;Milho para grao;24;3700;418000;113000;10044
515;1912;ON;Milho para silagem;0.53;23880;2436000;102000;12997
516;1912;ON;Linhaca;63;1000;3650;3650;231
517;1912;ON;Graos mistos;28;1845;276700;150100;7862
518;1912;ON;Aveia;27;1330;1496800;1127000;39792
519;1912;ON;Ervilhas;43;1005;91850;91450;3914
520;1912;ON;Centeiro, todos;29;1155;43500;37600;1283
521;1912;ON;Beterraba Sacarina;0.55;24700;170600;6900;938
522;1912;ON;Feno domestico;1.33;3690;5096000;1381000;67566
523;1912;ON;Trigo, tudo;34;1375;474500;345600;15937
524;1912;ON;Trigo, primavera;32;1265;61500;48600;1987
525;1912;ON;Trigo, inverno restante;34;1390;413000;0;13950
526;1912;PP;Cevada;16;1770;689000;389000;11060
527;1912;PP;Milho para silagem;1.2;15190;79000;5200;950
528;1912;PP;Linhaca;35;810;659900;813000;23362
529;1912;PP;Graos mistos;23;1960;4900;2500;114
530;1912;PP;Aveia;16;1720;3737000;2171000;59267
531;1912;PP;Ervilhas;43;1335;800;600;34
532;1912;PP;Centeiro, todos;22;1555;14000;9000;304
533;1912;PP;Beterraba Sacarina;0.57;14700;11800;800;67
534;1912;PP;Feno domestico;1;4090;613000;150000;6148
535;1912;PP;Trigo, tudo;22;1375;5560000;4051000;120590
536;1912;PEI;Cevada;29;1600;3200;2000;94
537;1912;PEI;Trigo sarraceno;29;2000;2200;1100;64
538;1912;PEI;Milho para silagem;0.3;2000;2000;100;6
539;1912;PEI;Graos mistos;24;2325;7200;3100;174
540;1912;PEI;Aveia;28;1560;113500;72850;3164
541;1912;PEI;Ervilhas;40;1000;50;50;2
542;1912;PEI;Feno domestico;1.28;2850;225000;79000;2884
543;1912;PEI;Trigo, tudo;35;1225;15850;12950;559
544;1912;QU;Cevada;36;1275;48500;38000;1759
545;1912;QU;Feijao;93;1150;2300;2000;214
546;1912;QU;Trigo sarraceno;34;1425;67350;47300;2259
547;1912;QU;Milho para grao;40;1570;12100;7700;490
548;1912;QU;Milho para silagem;0.42;16670;230000;13800;962
549;1912;QU;Linhaca;60;715;250;350;15
550;1912;QU;Graos mistos;33;1350;56800;42100;1864
551;1912;QU;Aveia;35;985;516900;524500;18099
552;1912;QU;Ervilhas;75;1005;12200;12150;911
553;1912;QU;Centeiro, todos;37;980;4400;4500;164
554;1912;QU;Feno domestico;1.03;2740;3449000;1259000;35579
555;1912;QU;Trigo, tudo;43;1090;26500;24300;1149
556;1912;SK;Cevada;15;1770;209000;118000;3166
557;1912;SK;Milho para silagem;0.8;400;2000;500;16
558;1912;SK;Linhaca;35;815;585100;720000;20503
559;1912;SK;Graos mistos;29;1875;1500;800;44
560;1912;SK;Aveia;15;1755;1813000;1034000;27033
561;1912;SK;Ervilhas;37;1500;300;200;11
562;1912;SK;Centeiro, todos;32;1000;1000;1000;32
563;1912;SK;Feno domestico;0.87;4200;84000;20000;728
564;1912;SK;Trigo, tudo;21;1290;2911000;2259000;59910
565;1913;AB;Cevada;14;1725;138000;80000;1964
566;1913;AB;Milho para silagem;1;10000;2000;200;20
567;1913;AB;Linhaca;47;700;29300;42000;1374
568;1913;AB;Graos mistos;17;1875;1500;800;25
569;1913;AB;Aveia;16;1665;1103000;663000;17170
570;1913;AB;Ervilhas;35;1000;200;200;7
571;1913;AB;Centeiro, todos;18;1665;10000;6000;183
572;1913;AB;Beterraba Sacarina;0.55;11400;9100;800;50
573;1913;AB;Feno domestico;0.95;3890;272000;70000;2596
574;1913;AB;Trigo, tudo;22;1530;935000;612000;21009
575;1913;BC;Cevada;32;1900;1900;1000;60
576;1913;BC;Feijao;90;1335;200;150;18
577;1913;BC;Milho para silagem;1.2;15000;3000;200;36
578;1913;BC;Graos mistos;17;3150;3150;1000;54
579;1913;BC;Aveia;38;2115;41500;19600;1561
580;1913;BC;Ervilhas;56;1900;950;500;53
581;1913;BC;Centeiro, todos;0;0;0;0;0
582;1913;BC;Feno domestico;1.85;5020;306000;61000;5656
583;1913;BC;Trigo, tudo;37;1980;10500;5300;386
584;1913;CA;Cevada;19;1610;1051700;652900;20144
585;1913;CA;Feijao;69;1155;21750;18800;1505
586;1913;CA;Trigo sarraceno;29;1185;182300;154050;5320
587;1913;CA;Milho para grao;25;3795;425900;112300;10781
588;1913;CA;Milho para silagem;0.53;19340;2374000;122750;12506
589;1913;CA;Linhaca;38;710;445500;628150;17084
590;1913;CA;Graos mistos;27;1680;322250;191700;8685
591;1913;CA;Aveia;21;1480;6240300;4222550;128893
592;1913;CA;Ervilhas;41;1215;107550;88650;4382
593;1913;CA;Centeiro, todos;26;1240;59000;47500;1524
594;1913;CA;Beterraba Sacarina;0.67;19500;134300;6900;906
595;1913;CA;Feno domestico;1.27;3010;10066000;3346000;127506
596;1913;CA;Trigo, tudo;25;1415;6305250;4458150;156462
597;1913;MA;Cevada;16;1545;311000;201000;4864
598;1913;MA;Milho para silagem;0.93;18000;81000;4500;757
599;1913;MA;Linhaca;41;730;16100;22000;664
600;1913;MA;Graos mistos;15;1335;800;600;12
601;1913;MA;Aveia;18;1545;875000;566000;15893
602;1913;MA;Ervilhas;0;0;0;0;0
603;1913;MA;Centeiro, todos;20;1500;3000;2000;60
604;1913;MA;Feno domestico;0.96;3260;228000;70000;2191
605;1913;MA;Trigo, tudo;26;1280;1451000;1135000;37858
606;1913;MP;Cevada;31;1500;6900;4600;217
607;1913;MP;Graos mistos;26;1885;9800;5200;259
608;1913;MP;Aveia;30;1230;237200;192850;7049
609;1913;MP;Feno domestico;1.23;3300;1736000;526000;21408
610;1913;MP;Trigo, tudo;39;1350;31650;23450;1233
611;1913;NB;Cevada;32;1600;1600;1000;51
612;1913;NB;Feijao;110;1000;100;100;11
613;1913;NB;Trigo sarraceno;25;1500;38800;25900;962
614;1913;NB;Milho para silagem;0.25;20000;2000;100;5
615;1913;NB;Graos mistos;30;1500;600;400;18
616;1913;NB;Aveia;33;1160;91700;78900;3032
617;1913;NB;Ervilhas;53;1500;300;200;16
618;1913;NB;Centeiro, todos;0;0;0;0;0
619;1913;NB;Feno domestico;1.2;2710;633000;234000;7615
620;1913;NB;Trigo, tudo;41;1390;7300;5250;301
621;1913;NS;Cevada;35;1450;2900;2000;101
622;1913;NS;Feijao;88;1715;600;350;53
623;1913;NS;Trigo sarraceno;30;1360;6050;4450;183
624;1913;NS;Milho para silagem;0.5;16000;4000;250;20
625;1913;NS;Graos mistos;32;1815;2900;1600;93
626;1913;NS;Aveia;34;1235;50750;41100;1744
627;1913;NS;Ervilhas;60;2000;200;100;12
628;1913;NS;Centeiro, todos;40;2000;200;100;8
629;1913;NS;Feno domestico;1.27;3700;795000;215000;10135
630;1913;NS;Trigo, tudo;42;1380;7250;5250;304
631;1913;ON;Cevada;26;1620;317600;196300;8170
632;1913;ON;Feijao;66;1125;18200;16200;1199
633;1913;ON;Trigo sarraceno;28;1030;80300;78100;2213
634;1913;ON;Milho para grao;25;3915;411000;105000;10195
635;1913;ON;Milho para silagem;0.5;19790;2038000;103000;10246
636;1913;ON;Linhaca;55;1455;4150;2850;228
637;1913;ON;Graos mistos;26;1735;246900;142400;6412
638;1913;ON;Aveia;25;1425;1621800;1138800;39960
639;1913;ON;Ervilhas;36;1215;93400;76900;3397
640;1913;ON;Centeiro, todos;27;1155;39800;34400;1081
641;1913;ON;Beterraba Sacarina;0.68;20500;125200;6100;856
642;1913;ON;Feno domestico;1.22;2720;3720000;1368000;45552
643;1913;ON;Trigo, tudo;31;1570;540400;343900;16896
644;1913;ON;Trigo, primavera;32;1325;59400;44900;1877
645;1913;ON;Trigo, inverno restante;31;1610;481000;0;15019
646;1913;PP;Cevada;15;1630;676000;415000;9954
647;1913;PP;Milho para silagem;0.93;17550;93000;5300;865
648;1913;PP;Linhaca;38;705;441100;625000;16838
649;1913;PP;Graos mistos;17;1775;3900;2200;68
650;1913;PP;Aveia;16;1595;3738000;2344000;61591
651;1913;PP;Ervilhas;33;1000;400;400;13
652;1913;PP;Centeiro, todos;18;1665;15000;9000;270
653;1913;PP;Beterraba Sacarina;0.55;11400;9100;800;50
654;1913;PP;Feno domestico;0.94;3570;607000;170000;5684
655;1913;PP;Trigo, tudo;24;1400;5694000;4062000;136672
656;1913;PEI;Cevada;27;1500;2400;1600;65
657;1913;PEI;Trigo sarraceno;30;1275;1400;1100;42
658;1913;PEI;Milho para silagem;0.27;3000;3000;100;8
659;1913;PEI;Graos mistos;23;1970;6300;3200;148
660;1913;PEI;Aveia;24;1300;94750;72850;2273
661;1913;PEI;Ervilhas;60;1000;50;50;3
662;1913;PEI;Feno domestico;1.19;4000;308000;77000;3658
663;1913;PEI;Trigo, tudo;37;1320;17100;12950;628
664;1913;QU;Cevada;35;1370;49300;36000;1743
665;1913;QU;Feijao;85;1325;2650;2000;224
666;1913;QU;Trigo sarraceno;34;1255;55750;44500;1920
667;1913;QU;Milho para grao;39;2040;14900;7300;586
668;1913;QU;Milho para silagem;0.57;16740;231000;13800;1326
669;1913;QU;Linhaca;72;835;250;300;18
670;1913;QU;Graos mistos;32;1430;58500;40900;1892
671;1913;QU;Aveia;31;1140;601800;527300;18732
672;1913;QU;Ervilhas;72;1165;12250;10500;888
673;1913;QU;Centeiro, todos;41;1000;4000;4000;165
674;1913;QU;Feno domestico;1.33;3030;3697000;1221000;49206
675;1913;QU;Trigo, tudo;44;1220;28700;23500;1275
676;1913;SK;Cevada;14;1695;227000;134000;3126
677;1913;SK;Milho para silagem;0.88;1667;10000;600;88
678;1913;SK;Linhaca;37;705;395700;561000;14800
679;1913;SK;Graos mistos;19;2000;1600;800;31
680;1913;SK;Aveia;16;1580;1760000;1115000;28528
681;1913;SK;Ervilhas;30;1000;200;200;6
682;1913;SK;Centeiro, todos;14;2000;2000;1000;27
683;1913;SK;Feno domestico;0.84;3570;107000;30000;897
684;1913;SK;Trigo, tudo;24;1430;3308000;2315000;77805
685;1914;AB;Cevada;23;1460;105000;72000;2451
686;1914;AB;Milho para silagem;0.3;6670;2000;300;6
687;1914;AB;Linhaca;41;490;15600;32000;645
688;1914;AB;Graos mistos;23;2145;1500;700;34
689;1914;AB;Aveia;27;1445;880000;608000;23972
690;1914;AB;Ervilhas;60;1000;200;200;12
691;1914;AB;Centeiro, todos;26;1285;9000;7000;238
692;1914;AB;Beterraba Sacarina;0.6;12500;500;40;3
693;1914;AB;Feno domestico;0.95;3810;305000;80000;2891
694;1914;AB;Trigo, tudo;34;1415;785000;555000;26403
695;1914;BC;Cevada;42;1910;2100;1100;89
696;1914;BC;Feijao;0;0;0;0;0
697;1914;BC;Milho para silagem;0.6;15000;3000;200;18
698;1914;BC;Graos mistos;50;2945;2800;950;140
699;1914;BC;Aveia;40;2135;48900;22900;1966
700;1914;BC;Ervilhas;54;1835;1100;600;59
701;1914;BC;Centeiro, todos;0;0;0;0;0
702;1914;BC;Feno domestico;1.7;5150;345000;67000;5851
703;1914;BC;Trigo, tudo;45;1960;10000;5100;453
704;1914;CA;Cevada;27;1305;788800;604500;21557
705;1914;CA;Feijao;85;1225;21650;17700;1844
706;1914;CA;Trigo sarraceno;33;1310;187800;143400;6213
707;1914;CA;Milho para grao;28;3410;354100;103900;9808
708;1914;CA;Milho para silagem;0.54;22980;2950000;128350;15950
709;1914;CA;Linhaca;40;415;182250;438450;7368
710;1914;CA;Graos mistos;32;1785;334350;187550;10759
711;1914;CA;Aveia;31;1185;4828100;4072400;151811
712;1914;CA;Ervilhas;54;1100;91450;83300;4895
713;1914;CA;Centeiro, todos;33;1130;51200;45300;1679
714;1914;CA;Beterraba Sacarina;0.66;19900;98500;4940;651
715;1914;CA;Feno domestico;1.57;2900;9506000;3281000;149091
716;1914;CA;Trigo, tudo;36;1055;4389200;4165600;158236
717;1914;MA;Cevada;25;1130;214000;189000;5405
718;1914;MA;Milho para silagem;0.84;12260;65000;5300;547
719;1914;MA;Linhaca;43;540;8600;16000;372
720;1914;MA;Graos mistos;23;1000;600;600;14
721;1914;MA;Aveia;31;915;493000;539000;15336
722;1914;MA;Ervilhas;0;0;0;0;0
723;1914;MA;Centeiro, todos;30;1500;3000;2000;90
724;1914;MA;Feno domestico;1.02;2730;191000;70000;1952
725;1914;MA;Trigo, tudo;37;990;1051000;1059000;38963
726;1914;MP;Cevada;38;1590;7000;4400;265
727;1914;MP;Graos mistos;30;2085;10850;5200;324
728;1914;MP;Aveia;35;1380;270600;196200;9585
729;1914;MP;Feno domestico;1.49;3650;1896000;519000;28240
730;1914;MP;Trigo, tudo;41;1550;35500;22900;1473
731;1914;NB;Cevada;52;1475;1400;950;73
732;1914;NB;Feijao;113;1500;150;100;17
733;1914;NB;Trigo sarraceno;28;1420;36700;25800;1028
734;1914;NB;Milho para silagem;0.66;9000;0;50;3
735;1914;NB;Graos mistos;32;1500;600;400;19
736;1914;NB;Aveia;38;1235;100050;80950;3828
737;1914;NB;Ervilhas;56;1250;250;200;14
738;1914;NB;Centeiro, todos;0;0;0;0;0
739;1914;NB;Feno domestico;1.37;3050;705000;231000;9689
740;1914;NB;Trigo, tudo;48;1245;6350;5100;304
741;1914;NS;Cevada;39;1540;3000;1950;116
742;1914;NS;Feijao;110;1665;500;300;55
743;1914;NS;Trigo sarraceno;33;1395;5650;4050;186
744;1914;NS;Milho para silagem;0.6;20000;4000;200;24
745;1914;NS;Graos mistos;35;1845;2950;1600;103
746;1914;NS;Aveia;40;1295;53400;41200;2111
747;1914;NS;Ervilhas;90;1000;100;100;9
748;1914;NS;Centeiro, todos;50;1000;100;100;5
749;1914;NS;Feno domestico;1.6;4230;888000;210000;14196
750;1914;NS;Trigo, tudo;46;1475;7150;4850;328
751;1914;ON;Cevada;29;1630;304500;186600;8952
752;1914;ON;Feijao;82;1210;18600;15400;1532
753;1914;ON;Trigo sarraceno;32;1260;89650;71200;2883
754;1914;ON;Milho para grao;27;3515;341000;97000;9253
755;1914;ON;Milho para silagem;0.52;24560;2653000;108000;13801
756;1914;ON;Linhaca;67;1000;2150;2150;143
757;1914;ON;Graos mistos;31;1850;257400;139200;7945
758;1914;ON;Aveia;32;1335;1533000;1149300;48706
759;1914;ON;Ervilhas;48;1075;77950;72450;3780
760;1914;ON;Centeiro, todos;33;1080;34100;31600;1140
761;1914;ON;Beterraba Sacarina;0.66;20000;98000;4900;648
762;1914;ON;Feno domestico;1.64;2600;3405000;1308000;55971
763;1914;ON;Trigo, tudo;40;1425;480800;337300;19051
764;1914;ON;Trigo, primavera;39;1265;54800;43300;2153
765;1914;ON;Trigo, inverno restante;40;1450;426000;0;16898
766;1914;PP;Cevada;24;1125;426000;378000;10307
767;1914;PP;Milho para silagem;0.79;11410;73000;6400;577
768;1914;PP;Linhaca;40;415;179900;436000;7209
769;1914;PP;Graos mistos;23;1285;2700;2100;63
770;1914;PP;Aveia;29;1075;2326000;2167000;67125
771;1914;PP;Ervilhas;60;1000;200;200;12
772;1914;PP;Centeiro, todos;28;1300;13000;10000;364
773;1914;PP;Beterraba Sacarina;0.6;12500;500;40;3
774;1914;PP;Feno domestico;0.94;3390;611000;180000;5752
775;1914;PP;Trigo, tudo;35;1015;3836000;3778000;135922
776;1914;PEI;Cevada;29;1735;2600;1500;76
777;1914;PEI;Trigo sarraceno;32;1760;1850;1050;60
778;1914;PEI;Milho para silagem;0.5;2000;2000;100;10
779;1914;PEI;Graos mistos;28;2280;7300;3200;202
780;1914;PEI;Aveia;31;1580;117150;74050;3646
781;1914;PEI;Ervilhas;60;2000;100;50;6
782;1914;PEI;Feno domestico;1.44;3880;303000;78000;4355
783;1914;PEI;Trigo, tudo;38;1700;22000;12950;841
784;1914;QU;Cevada;40;1430;49200;34400;1944
785;1914;QU;Feijao;100;1265;2400;1900;240
786;1914;QU;Trigo sarraceno;38;1305;53950;41300;2056
787;1914;QU;Milho para grao;42;1900;13100;6900;555
788;1914;QU;Milho para silagem;0.71;16040;215000;13400;1517
789;1914;QU;Linhaca;80;665;200;300;16
790;1914;QU;Graos mistos;38;1510;60600;40100;2287
791;1914;QU;Aveia;38;1210;649600;537000;24429
792;1914;QU;Ervilhas;86;1210;11750;9700;1015
793;1914;QU;Centeiro, todos;43;1110;4000;3600;170
794;1914;QU;Feno domestico;1.64;2690;3249000;1207000;53277
795;1914;QU;Trigo, tudo;50;1205;26900;22300;1337
796;1914;SK;Cevada;23;915;107000;117000;2451
797;1914;SK;Milho para silagem;0.4;750;6000;800;24
798;1914;SK;Linhaca;40;400;155700;388000;6192
799;1914;SK;Graos mistos;25;750;600;800;15
800;1914;SK;Aveia;29;935;953000;1020000;27817
801;1914;SK;Ervilhas;0;0;0;0;0
802;1914;SK;Centeiro, todos;36;1000;1000;1000;36
803;1914;SK;Feno domestico;0.79;3830;115000;30000;909
804;1914;SK;Trigo, tudo;35;925;2000000;2164000;70556
805;1915;AB;Cevada;20;1740;214000;123000;4340
806;1915;AB;Milho para silagem;0.75;6670;2000;300;15
807;1915;AB;Linhaca;57;895;17000;19000;967
808;1915;AB;Graos mistos;26;1800;1800;1000;46
809;1915;AB;Aveia;20;1750;1294000;739000;25533
810;1915;AB;Ervilhas;70;1000;100;100;7
811;1915;AB;Centeiro, todos;23;1665;10000;6000;232
812;1915;AB;Beterraba Sacarina;0;0;0;0;0
813;1915;AB;Feno domestico;0.84;3210;257000;80000;2153
814;1915;AB;Trigo, tudo;32;2095;1811000;865000;58326
815;1915;BC;Cevada;30;2090;2300;1100;68
816;1915;BC;Feijao;0;0;0;0;0
817;1915;BC;Milho para silagem;0.44;25000;5000;200;22
818;1915;BC;Graos mistos;25;2000;2100;1050;52
819;1915;BC;Aveia;32;2360;67700;28700;2151
820;1915;BC;Ervilhas;46;2100;1050;500;48
821;1915;BC;Centeiro, todos;0;0;0;0;0
822;1915;BC;Feno domestico;1.61;5470;394000;72000;6335
823;1915;BC;Trigo, tudo;35;2200;14300;6500;494
824;1915;CA;Cevada;24;1695;1176150;694550;27986
825;1915;CA;Feijao;112;1125;19650;17500;2207
826;1915;CA;Trigo sarraceno;35;1230;171300;139150;5913
827;1915;CA;Milho para grao;28;3555;364900;102600;10243
828;1915;CA;Milho para silagem;0.54;22810;3069000;134550;16613
829;1915;CA;Linhaca;59;830;155250;187250;9210
830;1915;CA;Graos mistos;28;1890;357400;189050;10062
831;1915;CA;Aveia;24;1535;7171100;4675750;171009
832;1915;CA;Ervilhas;61;1190;94550;79350;5724
833;1915;CA;Centeiro, todos;30;1285;63200;49200;1922
834;1915;CA;Beterraba Sacarina;0.61;17500;127900;7300;776
835;1915;CA;Feno domestico;1.58;3100;9864000;3186000;155840
836;1915;CA;Trigo, tudo;33;1750;10711050;6114150;356817
837;1915;MA;Cevada;23;1585;363000;229000;8420
838;1915;MA;Milho para silagem;0.69;5810;18000;3100;124
839;1915;MA;Linhaca;64;500;3000;6000;193
840;1915;MA;Graos mistos;28;1335;400;300;11
841;1915;MA;Aveia;23;1470;783000;533000;17913
842;1915;MA;Ervilhas;0;0;0;0;0
843;1915;MA;Centeiro, todos;33;1000;5000;5000;167
844;1915;MA;Feno domestico;1.06;2150;86000;40000;910
845;1915;MA;Trigo, tudo;33;1665;1887000;1133000;62663
846;1915;MP;Cevada;36;1415;6150;4350;219
847;1915;MP;Graos mistos;30;1865;9700;5200;289
848;1915;MP;Aveia;33;1190;244900;205950;8190
849;1915;MP;Feno domestico;1.48;3610;1905000;528000;28119
850;1915;MP;Trigo, tudo;42;1275;31750;24950;1340
851;1915;NB;Cevada;39;1235;1050;850;41
852;1915;NB;Feijao;153;1500;150;100;23
853;1915;NB;Trigo sarraceno;34;1220;28650;23450;960
854;1915;NB;Milho para silagem;0.2;20000;1000;50;2
855;1915;NB;Graos mistos;36;1570;550;350;20
856;1915;NB;Aveia;36;1055;85750;81350;3058
857;1915;NB;Ervilhas;85;1335;200;150;17
858;1915;NB;Centeiro, todos;0;0;0;0;0
859;1915;NB;Feno domestico;1.54;3120;718000;230000;11074
860;1915;NB;Trigo, tudo;46;1285;7250;5650;335
861;1915;NS;Cevada;37;1400;2800;2000;103
862;1915;NS;Feijao;143;1335;400;300;57
863;1915;NS;Trigo sarraceno;33;1170;4850;4150;160
864;1915;NS;Milho para silagem;0.8;10000;2000;200;16
865;1915;NS;Graos mistos;35;1725;2850;1650;99
866;1915;NS;Aveia;38;1190;53800;45300;2058
867;1915;NS;Ervilhas;70;1000;100;100;7
868;1915;NS;Centeiro, todos;50;1000;100;100;5
869;1915;NS;Feno domestico;1.47;3990;869000;218000;12770
870;1915;NS;Trigo, tudo;45;1240;6700;5400;299
871;1915;ON;Cevada;26;1840;334600;181700;8607
872;1915;ON;Feijao;110;1070;16300;15200;1800
873;1915;ON;Trigo sarraceno;32;1175;80250;68400;2580
874;1915;ON;Milho para grao;27;3665;352000;96000;9674
875;1915;ON;Milho para silagem;0.52;23860;2768000;116000;14523
876;1915;ON;Linhaca;69;775;1550;2000;107
877;1915;ON;Graos mistos;26;2015;281000;139600;7435
878;1915;ON;Aveia;25;1510;1894000;1252500;47896
879;1915;ON;Ervilhas;57;1195;81850;68400;4631
880;1915;ON;Centeiro, todos;31;1245;39400;31600;1225
881;1915;ON;Beterraba Sacarina;0.61;17500;127900;7300;776
882;1915;ON;Feno domestico;1.55;3020;3838000;1272000;59382
883;1915;ON;Trigo, tudo;34;1865;823600;442000;28216
884;1915;ON;Trigo, primavera;35;1500;73600;49000;2598
885;1915;ON;Trigo, inverno restante;34;1910;750000;0;25618
886;1915;PP;Cevada;22;1660;784000;473000;17152
887;1915;PP;Milho para silagem;0.7;5710;24000;4200;168
888;1915;PP;Linhaca;59;830;153500;185000;9088
889;1915;PP;Graos mistos;29;1480;3400;2300;98
890;1915;PP;Aveia;21;1645;4314000;2622000;89571
891;1915;PP;Ervilhas;70;1000;300;300;21
892;1915;PP;Centeiro, todos;27;1430;20000;14000;530
893;1915;PP;Beterraba Sacarina;0;0;0;0;0
894;1915;PP;Feno domestico;0.9;2920;379000;130000;3402
895;1915;PP;Trigo, tudo;33;1745;9803000;5612000;324876
896;1915;PEI;Cevada;33;1535;2300;1500;76
897;1915;PEI;Trigo sarraceno;34;1570;1650;1050;56
898;1915;PEI;Milho para silagem;0.33;3000;3000;100;10
899;1915;PEI;Graos mistos;27;1970;6300;3200;170
900;1915;PEI;Aveia;29;1330;105350;79300;3075
901;1915;PEI;Ervilhas;40;1000;50;50;2
902;1915;PEI;Feno domestico;1.34;3980;318000;80000;4275
903;1915;PEI;Trigo, tudo;40;1280;17800;13900;706
904;1915;QU;Cevada;39;1425;49100;34400;1939
905;1915;QU;Feijao;117;1475;2800;1900;327
906;1915;QU;Trigo sarraceno;39;1330;55900;42100;2157
907;1915;QU;Milho para grao;44;1955;12900;6600;569
908;1915;QU;Milho para silagem;0.7;19280;266000;13800;1872
